Sample,Predicted Label,Probability for Basic,Probability for Deluxe,Probability for King,Probability for Standard,Probability for Super Deluxe
3792,Standard,0.02,0.17,0.03,0.78,0.0
3793,King,0.01,0.08,0.64,0.27,0.0
3794,Standard,0.02,0.17,0.03,0.78,0.0
3795,King,0.01,0.08,0.64,0.27,0.0
3796,King,0.01,0.08,0.64,0.27,0.0
3797,Standard,0.02,0.17,0.03,0.78,0.0
3798,Standard,0.02,0.17,0.03,0.78,0.0
3799,King,0.01,0.08,0.64,0.27,0.0
3800,Standard,0.02,0.17,0.03,0.78,0.0
3801,King,0.01,0.08,0.64,0.27,0.0
3802,King,0.01,0.08,0.64,0.27,0.0
3803,King,0.01,0.08,0.64,0.27,0.0
3804,Standard,0.02,0.17,0.03,0.78,0.0
3805,King,0.01,0.08,0.64,0.27,0.0
3806,Deluxe,0.09,0.69,0.02,0.2,0.0
3807,Deluxe,0.09,0.69,0.02,0.2,0.0
3808,King,0.01,0.08,0.64,0.27,0.0
3809,King,0.01,0.08,0.64,0.27,0.0
3810,King,0.01,0.08,0.64,0.27,0.0
3811,King,0.01,0.08,0.64,0.27,0.0
3812,King,0.01,0.08,0.64,0.27,0.0
3813,King,0.01,0.08,0.64,0.27,0.0
3814,Deluxe,0.09,0.69,0.02,0.2,0.0
3815,Standard,0.02,0.17,0.03,0.78,0.0
3816,Standard,0.02,0.17,0.03,0.78,0.0
3817,Deluxe,0.09,0.69,0.02,0.2,0.0
3818,King,0.01,0.08,0.64,0.27,0.0
3819,King,0.01,0.08,0.64,0.27,0.0
3820,Standard,0.02,0.17,0.03,0.78,0.0
3821,King,0.01,0.08,0.64,0.27,0.0
3822,King,0.01,0.08,0.64,0.27,0.0
3823,Deluxe,0.09,0.69,0.02,0.2,0.0
3824,Standard,0.02,0.17,0.03,0.78,0.0
3825,King,0.01,0.08,0.64,0.27,0.0
3826,King,0.01,0.08,0.64,0.27,0.0
3827,King,0.01,0.08,0.64,0.27,0.0
3828,Standard,0.02,0.17,0.03,0.78,0.0
3829,King,0.01,0.08,0.64,0.27,0.0
3830,King,0.01,0.08,0.64,0.27,0.0
3831,King,0.01,0.08,0.64,0.27,0.0
3832,King,0.01,0.08,0.64,0.27,0.0
3833,Standard,0.02,0.17,0.03,0.78,0.0
3834,King,0.01,0.08,0.64,0.27,0.0
3835,King,0.01,0.08,0.64,0.27,0.0
3836,King,0.01,0.08,0.64,0.27,0.0
3837,Deluxe,0.09,0.69,0.02,0.2,0.0
3838,King,0.01,0.08,0.64,0.27,0.0
3839,Standard,0.02,0.17,0.03,0.78,0.0
3840,King,0.01,0.08,0.64,0.27,0.0
3841,Standard,0.02,0.17,0.03,0.78,0.0
3842,Deluxe,0.09,0.69,0.02,0.2,0.0
3843,King,0.01,0.08,0.64,0.27,0.0
3844,King,0.01,0.08,0.64,0.27,0.0
3845,King,0.01,0.08,0.64,0.27,0.0
3846,Deluxe,0.09,0.69,0.02,0.2,0.0
3847,King,0.01,0.08,0.64,0.27,0.0
3848,King,0.01,0.08,0.64,0.27,0.0
3849,Standard,0.02,0.17,0.03,0.78,0.0
3850,Deluxe,0.09,0.69,0.02,0.2,0.0
3851,Standard,0.02,0.17,0.03,0.78,0.0
3852,King,0.01,0.08,0.64,0.27,0.0
3853,King,0.01,0.08,0.64,0.27,0.0
3854,Standard,0.02,0.17,0.03,0.78,0.0
3855,King,0.01,0.08,0.64,0.27,0.0
3856,Standard,0.02,0.17,0.03,0.78,0.0
3857,Standard,0.02,0.17,0.03,0.78,0.0
3858,Standard,0.02,0.17,0.03,0.78,0.0
3859,King,0.01,0.08,0.64,0.27,0.0
3860,King,0.01,0.08,0.64,0.27,0.0
3861,King,0.01,0.08,0.64,0.27,0.0
3862,Standard,0.02,0.17,0.03,0.78,0.0
3863,King,0.01,0.08,0.64,0.27,0.0
3864,King,0.01,0.08,0.64,0.27,0.0
3865,Standard,0.02,0.17,0.03,0.78,0.0
3866,King,0.01,0.08,0.64,0.27,0.0
3867,Deluxe,0.09,0.69,0.02,0.2,0.0
3868,King,0.01,0.08,0.64,0.27,0.0
3869,King,0.01,0.08,0.64,0.27,0.0
3870,Standard,0.02,0.17,0.03,0.78,0.0
3871,King,0.01,0.08,0.64,0.27,0.0
3872,Standard,0.02,0.17,0.03,0.78,0.0
3873,King,0.01,0.08,0.64,0.27,0.0
3874,King,0.01,0.08,0.64,0.27,0.0
3875,Standard,0.02,0.17,0.03,0.78,0.0
3876,King,0.01,0.08,0.64,0.27,0.0
3877,King,0.01,0.08,0.64,0.27,0.0
3878,King,0.01,0.08,0.64,0.27,0.0
3879,Standard,0.02,0.17,0.03,0.78,0.0
3880,King,0.01,0.08,0.64,0.27,0.0
3881,King,0.01,0.08,0.64,0.27,0.0
3882,Deluxe,0.09,0.69,0.02,0.2,0.0
3883,King,0.01,0.08,0.64,0.27,0.0
3884,Standard,0.02,0.17,0.03,0.78,0.0
3885,Deluxe,0.09,0.69,0.02,0.2,0.0
3886,King,0.01,0.08,0.64,0.27,0.0
3887,King,0.01,0.08,0.64,0.27,0.0
3888,King,0.01,0.08,0.64,0.27,0.0
3889,Standard,0.02,0.17,0.03,0.78,0.0
3890,King,0.01,0.08,0.64,0.27,0.0
3891,Deluxe,0.09,0.69,0.02,0.2,0.0
3892,King,0.01,0.08,0.64,0.27,0.0
3893,King,0.01,0.08,0.64,0.27,0.0
3894,King,0.01,0.08,0.64,0.27,0.0
3895,Standard,0.02,0.17,0.03,0.78,0.0
3896,King,0.01,0.08,0.64,0.27,0.0
3897,King,0.01,0.08,0.64,0.27,0.0
3898,Standard,0.02,0.17,0.03,0.78,0.0
3899,Standard,0.02,0.17,0.03,0.78,0.0
3900,King,0.01,0.08,0.64,0.27,0.0
3901,Deluxe,0.09,0.69,0.02,0.2,0.0
3902,King,0.01,0.08,0.64,0.27,0.0
3903,Standard,0.02,0.17,0.03,0.78,0.0
3904,King,0.01,0.08,0.64,0.27,0.0
3905,King,0.01,0.08,0.64,0.27,0.0
3906,Standard,0.02,0.17,0.03,0.78,0.0
3907,Standard,0.02,0.17,0.03,0.78,0.0
3908,Standard,0.02,0.17,0.03,0.78,0.0
3909,King,0.01,0.08,0.64,0.27,0.0
3910,Standard,0.02,0.17,0.03,0.78,0.0
3911,King,0.01,0.08,0.64,0.27,0.0
3912,Standard,0.02,0.17,0.03,0.78,0.0
3913,King,0.01,0.08,0.64,0.27,0.0
3914,King,0.01,0.08,0.64,0.27,0.0
3915,Standard,0.02,0.17,0.03,0.78,0.0
3916,Standard,0.02,0.17,0.03,0.78,0.0
3917,Standard,0.02,0.17,0.03,0.78,0.0
3918,King,0.01,0.08,0.64,0.27,0.0
3919,King,0.01,0.08,0.64,0.27,0.0
3920,King,0.01,0.08,0.64,0.27,0.0
3921,King,0.01,0.08,0.64,0.27,0.0
3922,Standard,0.02,0.17,0.03,0.78,0.0
3923,Standard,0.02,0.17,0.03,0.78,0.0
3924,King,0.01,0.08,0.64,0.27,0.0
3925,Standard,0.02,0.17,0.03,0.78,0.0
3926,Standard,0.02,0.17,0.03,0.78,0.0
3927,Standard,0.02,0.17,0.03,0.78,0.0
3928,King,0.01,0.08,0.64,0.27,0.0
3929,Standard,0.02,0.17,0.03,0.78,0.0
3930,King,0.01,0.08,0.64,0.27,0.0
3931,Standard,0.02,0.17,0.03,0.78,0.0
3932,Deluxe,0.09,0.69,0.02,0.2,0.0
3933,Standard,0.02,0.17,0.03,0.78,0.0
3934,Standard,0.02,0.17,0.03,0.78,0.0
3935,King,0.01,0.08,0.64,0.27,0.0
3936,King,0.01,0.08,0.64,0.27,0.0
3937,Deluxe,0.09,0.69,0.02,0.2,0.0
3938,Standard,0.02,0.17,0.03,0.78,0.0
3939,King,0.01,0.08,0.64,0.27,0.0
3940,King,0.01,0.08,0.64,0.27,0.0
3941,King,0.01,0.08,0.64,0.27,0.0
3942,Standard,0.02,0.17,0.03,0.78,0.0
3943,King,0.01,0.08,0.64,0.27,0.0
3944,King,0.01,0.08,0.64,0.27,0.0
3945,Standard,0.02,0.17,0.03,0.78,0.0
3946,King,0.01,0.08,0.64,0.27,0.0
3947,King,0.01,0.08,0.64,0.27,0.0
3948,King,0.01,0.08,0.64,0.27,0.0
3949,Standard,0.02,0.17,0.03,0.78,0.0
3950,King,0.01,0.08,0.64,0.27,0.0
3951,King,0.01,0.08,0.64,0.27,0.0
3952,Standard,0.02,0.17,0.03,0.78,0.0
3953,King,0.01,0.08,0.64,0.27,0.0
3954,King,0.01,0.08,0.64,0.27,0.0
3955,Standard,0.02,0.17,0.03,0.78,0.0
3956,King,0.01,0.08,0.64,0.27,0.0
3957,King,0.01,0.08,0.64,0.27,0.0
3958,Standard,0.02,0.17,0.03,0.78,0.0
3959,King,0.01,0.08,0.64,0.27,0.0
3960,Standard,0.02,0.17,0.03,0.78,0.0
3961,Standard,0.02,0.17,0.03,0.78,0.0
3962,Deluxe,0.09,0.69,0.02,0.2,0.0
3963,King,0.01,0.08,0.64,0.27,0.0
3964,King,0.01,0.08,0.64,0.27,0.0
3965,King,0.01,0.08,0.64,0.27,0.0
3966,King,0.01,0.08,0.64,0.27,0.0
3967,King,0.01,0.08,0.64,0.27,0.0
3968,Standard,0.02,0.17,0.03,0.78,0.0
